title,id,serviceURL,type,numViews,owner,fileStorage,featureStorage,access,tags,isHosted,createdDate,modifiedDate,lastViewed,itemURL,size
2014-02-20,13f37c837b5a4ab7adf28738476022a2,,Web Map,62,gistsn,0.00323,0.0,public,KaneGIS,False,2020-11-17,2021-01-20,2024-05-31,https://kanegis.maps.arcgis.com/home/item.html?id=13f37c837b5a4ab7adf28738476022a2,0.00323
2014-02-20,50184b8f6cad425c8608c9c56e936306,http://kanegis.maps.arcgis.com/apps/webappviewer/index.html?id=50184b8f6cad425c8608c9c56e936306,Web Mapping Application,42,gistsn,0.00268,0.0,private,KaneGIS,False,2020-11-17,2020-11-17,2024-03-27,https://kanegis.maps.arcgis.com/home/item.html?id=50184b8f6cad425c8608c9c56e936306,0.00268
2014-02-20,f9e14f97ff34490198ed8869a077b749,//kanegis.maps.arcgis.com/sharing/rest/content/items/50184b8f6cad425c8608c9c56e936306/package,Code Attachment,2,gistsn,0.0,0.0,private,,False,2020-11-17,2020-11-17,2024-03-05,https://kanegis.maps.arcgis.com/home/item.html?id=f9e14f97ff34490198ed8869a077b749,0.0
2014Aerials,dcb05203c3fa4125a7ac3668b815af77,http://utility.arcgis.com/usrsvcs/servers/dcb05203c3fa4125a7ac3668b815af77/rest/services/2014Aerials/ImageServer,Image Service,24340,gistsn,7e-05,0.0,public,[KaneGIS],False,2016-08-31,2016-08-31,2024-05-17,https://kanegis.maps.arcgis.com/home/item.html?id=dcb05203c3fa4125a7ac3668b815af77,7e-05
2015 Construction Points,f460329a538c434291fecf83683040b0,http://services1.arcgis.com/oRKmdBXD6EbdmVgJ/arcgis/rest/services/constuction2015points/FeatureServer,Feature Service,238,KDOT_Lebo,0.0,0.03125,public,[test],True,2015-03-30,2015-08-27,2024-06-25,https://kanegis.maps.arcgis.com/home/item.html?id=f460329a538c434291fecf83683040b0,0.03125
2015 Constuction Segments,a83d6e4b67ec4cfb9c9062742f519ffb,http://services1.arcgis.com/oRKmdBXD6EbdmVgJ/arcgis/rest/services/2015constuctionsegments/FeatureServer,Feature Service,217,KDOT_Lebo,0.0,0.09375,public,[test],True,2015-03-30,2015-08-27,2024-06-25,https://kanegis.maps.arcgis.com/home/item.html?id=a83d6e4b67ec4cfb9c9062742f519ffb,0.09375
2015constuctionsegments,aa74abebe057403985782639518889cb,,Service Definition,1,KDOT_Lebo,0.04366,0.0,private,[test],False,2015-03-30,2015-03-30,,https://kanegis.maps.arcgis.com/home/item.html?id=aa74abebe057403985782639518889cb,0.04366
2016_Conduit,88d8aa021b2549bba3706b804d6c2e6f,,Shapefile,1,gistsn,0.06968,0.0,private,[Kane County Illinois],False,2016-11-28,2016-12-14,,https://kanegis.maps.arcgis.com/home/item.html?id=88d8aa021b2549bba3706b804d6c2e6f,0.06968
2016_Fiber,2ac0cf42c0cd496b8562e6c647628a68,,File Geodatabase,3,GIS_Krueger,0.05597,0.0,private,[Fiber],False,2017-06-06,2017-06-06,,https://kanegis.maps.arcgis.com/home/item.html?id=2ac0cf42c0cd496b8562e6c647628a68,0.05597
2016_Fiber,3cf341b7a7474111a00f569f91aa1b3e,,Shapefile,1,KDOT_Martin,0.02751,0.0,private,[fiber],False,2017-08-10,2017-08-10,,https://kanegis.maps.arcgis.com/home/item.html?id=3cf341b7a7474111a00f569f91aa1b3e,0.02751
2016_Fiber,4854f9c13cdb4793a8f58188f01929cf,http://kanegis.maps.arcgis.com/apps/MapTour/index.html?appid=4854f9c13cdb4793a8f58188f01929cf,Web Mapping Application,74,gistsn,0.00011,0.0,private,[Kane County Illinois],False,2016-11-29,2016-11-29,2024-03-27,https://kanegis.maps.arcgis.com/home/item.html?id=4854f9c13cdb4793a8f58188f01929cf,0.00011
2016_Fiber,9afd3a57cd2549d5bd890e9f5a90d614,,Shapefile,1,KDOT_Johnson,0.02751,0.0,private,[2016 fiber],False,2018-02-28,2018-02-28,,https://kanegis.maps.arcgis.com/home/item.html?id=9afd3a57cd2549d5bd890e9f5a90d614,0.02751
2016_Kane_Conduit,04e9d8d6d5734e46b28d4ffb31c7260a,http://services1.arcgis.com/oRKmdBXD6EbdmVgJ/arcgis/rest/services/2016_Conduit/FeatureServer,Feature Service,2882,gistsn,0.0,1.34375,group,[Kane County Illinois],True,2016-11-28,2018-05-24,2024-06-26,https://kanegis.maps.arcgis.com/home/item.html?id=04e9d8d6d5734e46b28d4ffb31c7260a,1.34375
2016_Kane_Fiber,1d36d78108f24ad398414866e374435f,http://services1.arcgis.com/oRKmdBXD6EbdmVgJ/arcgis/rest/services/2016_Fiber/FeatureServer,Feature Service,2931,gistsn,0.0,0.21094,org,[Kane County Illinois],True,2016-11-23,2016-11-23,2024-06-26,https://kanegis.maps.arcgis.com/home/item.html?id=1d36d78108f24ad398414866e374435f,0.21094
2016_Kane_Fiber,f9814e5741614a169d655e2d06858118,,Shapefile,2,gistsn,0.02996,0.0,private,[Kane County Illinois],False,2016-11-23,2016-11-23,,https://kanegis.maps.arcgis.com/home/item.html?id=f9814e5741614a169d655e2d06858118,0.02996
2016_Kane_Fiber_KIT,4bd52b0c31b54a68873e89985cffce06,,Service Definition,0,gistsn,7787.23814,0.0,private,"[Kane County Illinois,  Fiber 2016 KIT]",False,2017-01-25,2017-01-25,,https://kanegis.maps.arcgis.com/home/item.html?id=4bd52b0c31b54a68873e89985cffce06,7787.23814
2016_Kane_Fiber_KIT,8ba17e09c11b4c4098d76bd7c4221631,http://tiles.arcgis.com/tiles/oRKmdBXD6EbdmVgJ/arcgis/rest/services/2016_Kane_Fiber_KIT/MapServer,Map Service,2,gistsn,3.83733,0.0,private,"[Kane County Illinois,  Fiber 2016 KIT]",True,2017-01-25,2017-01-25,2024-03-08,https://kanegis.maps.arcgis.com/home/item.html?id=8ba17e09c11b4c4098d76bd7c4221631,3.83733
2016_KaneFiber2,2ca8a7e7ad4f495c952dec0cbfa1a7c6,http://services1.arcgis.com/oRKmdBXD6EbdmVgJ/arcgis/rest/services/2016_KaneFiber2/FeatureServer,Feature Service,22,gistsn,7780.78906,1.78125,private,"[Kane County Illinois,  2016 Fiber]",True,2016-12-15,2016-12-15,2024-03-08,https://kanegis.maps.arcgis.com/home/item.html?id=2ca8a7e7ad4f495c952dec0cbfa1a7c6,7782.57031
2016_KaneFiber2,7ff72a0ba2184926b166b599cb985b3b,,Service Definition,1,gistsn,7787.28353,0.0,private,"[Kane County Illinois,  2016 Fiber]",False,2016-12-15,2016-12-15,,https://kanegis.maps.arcgis.com/home/item.html?id=7ff72a0ba2184926b166b599cb985b3b,7787.28353
2016_KaneFiber2,b46ca871bb384300bc59e53444b2de58,,Web Map,49,gistsn,0.02384,0.0,private,[Kane County Illinois],False,2016-12-15,2016-12-15,2024-03-27,https://kanegis.maps.arcgis.com/home/item.html?id=b46ca871bb384300bc59e53444b2de58,0.02384
2016_KaneGIS_Fiber,217cbfbb3cb94411968f0ec28a0a06ad,,Web Map,179,gistsn,0.49165,0.0,private,[Kane County Illinois],False,2016-11-23,2018-01-09,2024-03-27,https://kanegis.maps.arcgis.com/home/item.html?id=217cbfbb3cb94411968f0ec28a0a06ad,0.49165
2016_KaneGIS_Fiber,34c20f6cbe124964a92f9f583aed04d5,http://kanegis.maps.arcgis.com/apps/MapTour/index.html?appid=34c20f6cbe124964a92f9f583aed04d5,Web Mapping Application,36,gistsn,0.00011,0.0,private,[Kane County Illinois],False,2016-11-29,2016-11-29,2024-03-27,https://kanegis.maps.arcgis.com/home/item.html?id=34c20f6cbe124964a92f9f583aed04d5,0.00011
2016_KaneGIS_Fiber,440ebe69867e4c7f80fcadc96bf8fb46,http://kanegis.maps.arcgis.com/apps/MapTour/index.html?appid=440ebe69867e4c7f80fcadc96bf8fb46,Web Mapping Application,97,gistsn,0.00011,0.0,private,[Kane County Illinois],False,2016-11-29,2017-05-18,2024-03-27,https://kanegis.maps.arcgis.com/home/item.html?id=440ebe69867e4c7f80fcadc96bf8fb46,0.00011
2016_TRAFFIC_SIGNAL,ba2e31235b204819a722e02074fae39d,,Shapefile,1,gistsn,0.03195,0.0,private,[Kane County Illinois],False,2016-11-28,2017-11-30,,https://kanegis.maps.arcgis.com/home/item.html?id=ba2e31235b204819a722e02074fae39d,0.03195
2016_TRAFFIC_SIGNAL,d788b95ab0944ce581d5116d0a1531d9,http://services1.arcgis.com/oRKmdBXD6EbdmVgJ/arcgis/rest/services/2016_TRAFFIC_SIGNAL/FeatureServer,Feature Service,126,gistsn,0.0,0.17969,group,[Kane County Illinois],True,2016-11-28,2016-11-28,2024-03-08,https://kanegis.maps.arcgis.com/home/item.html?id=d788b95ab0944ce581d5116d0a1531d9,0.17969
2016Aerials,068f716ef3ad428dabdf1912eb23d898,,Web Map,46,gistsn,0.00058,0.0,private,[Kane County Illinois],False,2016-08-09,2016-08-09,2024-03-27,https://kanegis.maps.arcgis.com/home/item.html?id=068f716ef3ad428dabdf1912eb23d898,0.00058
2016Aerials,6f832ae71f1243b4ba8a13a79c0bfb62,http://gistech.countyofkane.org/arcgis/rest/services/2016Aerials/ImageServer,Image Service,440,gistsn,7e-05,0.0,org,[KaneGIS],False,2016-08-31,2016-08-31,2024-03-08,https://kanegis.maps.arcgis.com/home/item.html?id=6f832ae71f1243b4ba8a13a79c0bfb62,7e-05
2019Aerials,1768a2ca683242b59701d752b620e07b,http://gisimg4/arcgis/rest/services/2019Aerials/ImageServer,Image Service,18,KDOT_Hntb,6e-05,0.0,private,[2019Aerials],False,2020-06-10,2020-06-10,2024-03-08,https://kanegis.maps.arcgis.com/home/item.html?id=1768a2ca683242b59701d752b620e07b,6e-05
2020 CMAP Employment vs. 2020 Kane Employment est.,a91223291c7845c6b34892d139d2a66c,,Web Map,120,KDOT_Martin,0.00838,0.0,public,"[Kane, Kane County, Illinois, Transportation, Planning, 2020, KDOT]",False,2020-04-13,2020-04-13,2024-06-01,https://kanegis.maps.arcgis.com/home/item.html?id=a91223291c7845c6b34892d139d2a66c,0.00838
2020 CMAP Population (HH) vs. 2020 Kane Population (HH) est.-Copy,824ab3aeeaff47528f4b4ad328978511,,Web Map,122,KDOT_Martin,0.00838,0.0,public,"[Kane, Kane County, Illinois, Transportation, Planning, 2020, KDOT]",False,2020-04-13,2020-04-13,2024-06-25,https://kanegis.maps.arcgis.com/home/item.html?id=824ab3aeeaff47528f4b4ad328978511,0.00838
2020 CMAP Populations vs. 2020 Kane Population est.,cf21a21b94ff41c38723dc17fd0c17ec,,Web Map,54,KDOT_Martin,0.00837,0.0,public,"[Kane, Kane County, Illinois, Transportation, Planning, 2020, KDOT]",False,2020-04-13,2020-04-13,2024-05-07,https://kanegis.maps.arcgis.com/home/item.html?id=cf21a21b94ff41c38723dc17fd0c17ec,0.00837
2020 Kane County Imagery,916d8908fa5b47678b5a9ef8db08830f,,Web Map,54,gistsn,0.00323,0.0,private,"[KaneGIS, wayback]",False,2021-01-11,2021-01-11,2024-03-27,https://kanegis.maps.arcgis.com/home/item.html?id=916d8908fa5b47678b5a9ef8db08830f,0.00323
2020 Strava Bicycle Trip Counts (N Randall Rd),f2eb19f8b01c4e9f81cb3aa3741f1c3b,,Web Map,74,KDOT_Martin,0.00272,0.0,public,"[KDOT, Bike Ped]",False,2021-12-07,2021-12-07,2024-05-27,https://kanegis.maps.arcgis.com/home/item.html?id=f2eb19f8b01c4e9f81cb3aa3741f1c3b,0.00272
2020TIPbridges,7c8d13e198d54f49bc5e8536c8d93796,https://services1.arcgis.com/oRKmdBXD6EbdmVgJ/arcgis/rest/services/2020TIPbridges/FeatureServer,Feature Service,40,KDOT_Martin,0.0,0.0625,group,"[KDOT,  TIP,  bridges]",True,2020-04-29,2020-04-30,2024-03-08,https://kanegis.maps.arcgis.com/home/item.html?id=7c8d13e198d54f49bc5e8536c8d93796,0.0625
2020TIPbridges,7d9f06bc5acb45b78289eb141023f79b,,Service Definition,1,KDOT_Martin,0.05683,0.0,private,"[KDOT,  TIP,  bridges]",False,2020-04-29,2020-04-29,,https://kanegis.maps.arcgis.com/home/item.html?id=7d9f06bc5acb45b78289eb141023f79b,0.05683
2022 DuPage Mussel Release,45a82310ca0145fca083a0b8dd66c14b,https://services1.arcgis.com/oRKmdBXD6EbdmVgJ/arcgis/rest/services/2022_DuPage_Mussel_Release/FeatureServer,Feature Service,61,FOR_Chess,0.0,0.0625,org,,True,2023-11-08,2023-11-08,2024-06-10,https://kanegis.maps.arcgis.com/home/item.html?id=45a82310ca0145fca083a0b8dd66c14b,0.0625
2022 DuPage Mussel Release,efdc0c8c7e4347a38612c2a901e5eec6,,Shapefile,1,FOR_Chess,0.0014,0.0,private,,False,2023-11-08,2023-11-08,2023-11-08,https://kanegis.maps.arcgis.com/home/item.html?id=efdc0c8c7e4347a38612c2a901e5eec6,0.0014
2022-03-08_KKCOM_Bike_Implementation,ed8e24c9e02640cebc6af739c6b6c954,,Shapefile,6,KDOT_Martin,1.3129,0.0,public,"[Kane, BUKDOT]",False,2022-03-08,2023-09-05,2024-05-16,https://kanegis.maps.arcgis.com/home/item.html?id=ed8e24c9e02640cebc6af739c6b6c954,1.3129
2022_Mussel_Release_Hannaford,657cece644014695bc7a09a670d4c5bd,,Shapefile,1,FOR_Chess,0.00243,0.0,private,,False,2023-11-08,2023-11-08,2023-11-08,https://kanegis.maps.arcgis.com/home/item.html?id=657cece644014695bc7a09a670d4c5bd,0.00243
2022_Mussel_Release_Hannaford,ba63e8d6a5b744a681d6bac663ff0fe4,https://services1.arcgis.com/oRKmdBXD6EbdmVgJ/arcgis/rest/services/2022_Mussel_Release_Hannaford/FeatureServer,Feature Service,59,FOR_Chess,0.0,0.03125,org,,True,2023-11-08,2023-11-08,2024-06-10,https://kanegis.maps.arcgis.com/home/item.html?id=ba63e8d6a5b744a681d6bac663ff0fe4,0.03125
2023 KDOT Construction Program,7b113f37083c4a8ebaece53b134fc31f,,Web Map,87,KDOT_Martin,0.06691,0.0,group,,False,2023-03-28,2023-04-14,2024-03-27,https://kanegis.maps.arcgis.com/home/item.html?id=7b113f37083c4a8ebaece53b134fc31f,0.06691
2023 Spring Weed Contracts,df9f357e6af447d4b4b0e6370f4ace3e,,Web Map,132,FOR_Chess,0.00406,0.0,org,,False,2023-05-05,2023-05-05,2024-05-20,https://kanegis.maps.arcgis.com/home/item.html?id=df9f357e6af447d4b4b0e6370f4ace3e,0.00406
2023 Traffic Advisoried,ee1cd8796dd7417bb5de4a11419f5d65,,Feature Collection,18,KDOT_Martin,0.02924,0.0,private,,False,2023-05-18,2023-05-18,2024-03-08,https://kanegis.maps.arcgis.com/home/item.html?id=ee1cd8796dd7417bb5de4a11419f5d65,0.02924
2023-2027 Transportation Improvement Program Map,b6e388db15f24eb286cb7251579e0f79,https://kanegis.maps.arcgis.com/apps/webappviewer/index.html?id=b6e388db15f24eb286cb7251579e0f79,Web Mapping Application,1187,KDOT_Planning,0.05423,0.0,public,"[Draft TIP Map, BUKDOT]",False,2023-01-25,2023-09-05,2024-06-26,https://kanegis.maps.arcgis.com/home/item.html?id=b6e388db15f24eb286cb7251579e0f79,0.05423
2023-2028 Transportation Improvement Program Map,66ec856aae4743cb97ceeb5297220725,,Web Map,994,KDOT_Planning,0.01062,0.0,public,,False,2023-01-25,2023-09-05,2024-06-26,https://kanegis.maps.arcgis.com/home/item.html?id=66ec856aae4743cb97ceeb5297220725,0.01062
2023-InteralTrailsExport,144c6fccf1d1485292b09f23bc0e10a8,,Shapefile,1,FOR_Tegge,0.38769,0.0,private,"[oms, Forest Preserve]",False,2023-03-01,2023-03-01,2023-03-01,https://kanegis.maps.arcgis.com/home/item.html?id=144c6fccf1d1485292b09f23bc0e10a8,0.38769
2023Plantings,11c6b48f9fe24b24a3d4a64e4b345c6c,,Shapefile,1,FOR_Chess,0.01133,0.0,private,,False,2022-12-13,2022-12-13,2022-12-13,https://kanegis.maps.arcgis.com/home/item.html?id=11c6b48f9fe24b24a3d4a64e4b345c6c,0.01133
2023Plantings,f46d0dfda81f4400b76f0ec1b9018764,https://services1.arcgis.com/oRKmdBXD6EbdmVgJ/arcgis/rest/services/2023Plantings/FeatureServer,Feature Service,368,FOR_Chess,0.0,0.10938,group,,True,2022-12-13,2022-12-13,2024-06-03,https://kanegis.maps.arcgis.com/home/item.html?id=f46d0dfda81f4400b76f0ec1b9018764,0.10938
2023RCG,4e273b9442434277a1adf35c71400af3,https://services1.arcgis.com/oRKmdBXD6EbdmVgJ/arcgis/rest/services/2023RCG/FeatureServer,Feature Service,170,FOR_Chess,0.0,0.10156,org,,True,2023-05-05,2023-05-05,2024-05-20,https://kanegis.maps.arcgis.com/home/item.html?id=4e273b9442434277a1adf35c71400af3,0.10156
2023RCG,dd62e50ec8bd47be8e19a1d8b93224ea,,Shapefile,1,FOR_Chess,0.0103,0.0,private,,False,2023-05-05,2023-05-05,2023-05-05,https://kanegis.maps.arcgis.com/home/item.html?id=dd62e50ec8bd47be8e19a1d8b93224ea,0.0103
2023Resprouts,9934361078624cd1ad4a4754434d634a,https://services1.arcgis.com/oRKmdBXD6EbdmVgJ/arcgis/rest/services/2023Resprouts/FeatureServer,Feature Service,166,FOR_Chess,0.0,0.07813,org,,True,2023-05-05,2023-05-05,2024-05-20,https://kanegis.maps.arcgis.com/home/item.html?id=9934361078624cd1ad4a4754434d634a,0.07813
2023Resprouts,cdae02897ef24b4389394627ec17a7ce,,Shapefile,1,FOR_Chess,0.0047,0.0,private,,False,2023-05-05,2023-05-05,2023-05-05,https://kanegis.maps.arcgis.com/home/item.html?id=cdae02897ef24b4389394627ec17a7ce,0.0047
2023SeedPlantingMap,fbf657b078944b7b8ccfdfe828ff1631,,Web Map,181,FOR_Chess,0.00362,0.0,group,,False,2022-12-13,2023-12-07,2024-05-17,https://kanegis.maps.arcgis.com/home/item.html?id=fbf657b078944b7b8ccfdfe828ff1631,0.00362
2023SeedPlantingMap-Copy-Copy,e509825cc3e94daaa56af9018ed90d52,,Web Map,16,FOR_Johnson,0.02036,0.0,group,,False,2024-04-11,2024-04-11,2024-06-03,https://kanegis.maps.arcgis.com/home/item.html?id=e509825cc3e94daaa56af9018ed90d52,0.02036
2023Teasel,a23e84714f75415b882447299a18cf6c,,Shapefile,1,FOR_Chess,0.00278,0.0,private,,False,2023-05-05,2023-05-05,2023-05-05,https://kanegis.maps.arcgis.com/home/item.html?id=a23e84714f75415b882447299a18cf6c,0.00278
2023Teasel,e333131ef59247148d4a2a4699d77483,https://services1.arcgis.com/oRKmdBXD6EbdmVgJ/arcgis/rest/services/2023Teasel/FeatureServer,Feature Service,169,FOR_Chess,0.0,0.07813,org,,True,2023-05-05,2023-05-05,2024-05-20,https://kanegis.maps.arcgis.com/home/item.html?id=e333131ef59247148d4a2a4699d77483,0.07813
2024 - 2028 Transportation Improvement Program,dad5cbcf358f470883678b2119844f60,,Web Experience,25,KDOT_Lichtenberger,2e-05,0.0,private,,False,2024-03-02,2024-03-11,2024-03-27,https://kanegis.maps.arcgis.com/home/item.html?id=dad5cbcf358f470883678b2119844f60,2e-05
2024AgParcels,339cf2260ba44338a563a9b9249c0b1a,,Shapefile,1,FOR_Chess,0.20102,0.0,private,,False,2024-03-22,2024-03-22,2024-03-22,https://kanegis.maps.arcgis.com/home/item.html?id=339cf2260ba44338a563a9b9249c0b1a,0.20102
2024AgParcels,7cd9b4a3e4e140968b68ff60c9a52296,https://services1.arcgis.com/oRKmdBXD6EbdmVgJ/arcgis/rest/services/2024AgParcels/FeatureServer,Feature Service,28,FOR_Chess,0.0,0.52344,org,,True,2024-03-22,2024-03-22,2024-06-20,https://kanegis.maps.arcgis.com/home/item.html?id=7cd9b4a3e4e140968b68ff60c9a52296,0.52344
2024Plantings,2521dbe717054dc1bc1834173e476b42,https://services1.arcgis.com/oRKmdBXD6EbdmVgJ/arcgis/rest/services/2024Plantings/FeatureServer,Feature Service,253,FOR_Chess,0.0,0.07813,org,,True,2023-12-07,2023-12-07,2024-06-13,https://kanegis.maps.arcgis.com/home/item.html?id=2521dbe717054dc1bc1834173e476b42,0.07813
2024Plantings,5f7fc10922b842cf8623cd69c52cabc3,,Shapefile,1,FOR_Chess,0.01161,0.0,private,,False,2023-12-07,2024-01-11,2023-12-07,https://kanegis.maps.arcgis.com/home/item.html?id=5f7fc10922b842cf8623cd69c52cabc3,0.01161
2024Plantings,e46ac7215f95480795b94264c7b44b29,,Feature Collection,18,FOR_Johnson,0.03336,0.0,group,,False,2024-04-11,2024-04-11,2024-06-03,https://kanegis.maps.arcgis.com/home/item.html?id=e46ac7215f95480795b94264c7b44b29,0.03336
23431670521f45a9aeb448392660cff5.0,dfb780de3cb5457d83d7be1eef595fb4,,CAD Drawing,8,Redistricting_AGOL,0.00054,0.0,private,"[Data, Map, Redistricting, Plan]",False,2021-11-15,2021-11-19,,https://kanegis.maps.arcgis.com/home/item.html?id=dfb780de3cb5457d83d7be1eef595fb4,0.00054
2b2d7338561d46579cd17536b3f15f5f.0,9374c781bf134c5ea60ec1c95d0d7b74,,CAD Drawing,12,Redistricting_AGOL,0.00058,0.0,private,"[Data, Map, Redistricting, Plan]",False,2021-07-16,2021-08-25,,https://kanegis.maps.arcgis.com/home/item.html?id=9374c781bf134c5ea60ec1c95d0d7b74,0.00058
2d5fc08f7d7d410da0f9ed8989d97ef5.0,ba33a241b66c4405b750d44b4f2a8238,,CAD Drawing,7,Redistricting_AGOL,0.00054,0.0,private,"[Data, Map, Redistricting, Plan]",False,2021-11-04,2021-11-05,,https://kanegis.maps.arcgis.com/home/item.html?id=ba33a241b66c4405b750d44b4f2a8238,0.00054
33c4d5018a8f4bb299686ef2c686332e.0,149704f5e2924f31b3252ec12844c8d7,,CAD Drawing,2,Redistricting_AGOL,0.00047,0.0,private,"[Data, Map, Redistricting, Plan]",False,2021-11-01,2021-11-01,,https://kanegis.maps.arcgis.com/home/item.html?id=149704f5e2924f31b3252ec12844c8d7,0.00047
3D Sign Notebook,a0e1b81bfa4e44eaaa07e22897707e00,,Notebook,0,JVerachtert,0.01217,0.0,private,"[Signs, Poles, Public Works, Transportation, Asset Management, Right-of-Way, Inspections, Maintenance, Service Requests, Field, 3D, ArcGIS Solutions]",False,2023-06-15,2023-06-15,,https://kanegis.maps.arcgis.com/home/item.html?id=a0e1b81bfa4e44eaaa07e22897707e00,0.01217
3DGovernmentCenter,02e0c9c3dc7c4254ae056915ed39cb4f,,Web Scene,23,GIS_Krueger,0.00165,0.0,private,"[Kane County Illinois, Government Center, 3d]",False,2020-07-14,2020-07-14,2024-03-05,https://kanegis.maps.arcgis.com/home/item.html?id=02e0c9c3dc7c4254ae056915ed39cb4f,0.00165
3ee21060d3e2426f99e339b97acbacfe.0,2026a0955c7e4dcc8d629002b3ad5b98,,CAD Drawing,2,Redistricting_AGOL,0.00047,0.0,private,"[Data, Map, Redistricting, Plan]",False,2021-12-01,2021-12-01,,https://kanegis.maps.arcgis.com/home/item.html?id=2026a0955c7e4dcc8d629002b3ad5b98,0.00047
3fcf58bfafde44c6932a7b4b39dc8783.0,d417f8a6534249508932381469755d1a,,CAD Drawing,19,Redistricting_AGOL,0.00061,0.0,private,"[Data, Map, Redistricting, Plan]",False,2021-09-28,2021-11-04,,https://kanegis.maps.arcgis.com/home/item.html?id=d417f8a6534249508932381469755d1a,0.00061
452019,b366c63bf40240f78eb882bcfa6c7470,,Web Map,52,KDOT_Lebo,0.00794,0.0,private,"[delete, M4O]",False,2019-04-05,2019-04-05,2024-05-06,https://kanegis.maps.arcgis.com/home/item.html?id=b366c63bf40240f78eb882bcfa6c7470,0.00794
47194b4cf61a450d91c2c2c37caeb044.0,6f94cf8d004e44d3a6762fb97723c3fc,,CAD Drawing,2,Redistricting_AGOL,0.00047,0.0,private,"[Data, Map, Redistricting, Plan]",False,2021-10-07,2021-10-07,,https://kanegis.maps.arcgis.com/home/item.html?id=6f94cf8d004e44d3a6762fb97723c3fc,0.00047
500YearFlood,9a2e863bb04e481fa197e2764438e4fd,https://gisgeoevent2.co.kane.il.us/server/rest/services/Hosted/500YearFlood/FeatureServer,Feature Service,1,GIS_Krueger,1.28265,0.0,group,"[Kane, 500 Year Flood]",False,2024-05-31,2024-05-31,2024-05-31,https://kanegis.maps.arcgis.com/home/item.html?id=9a2e863bb04e481fa197e2764438e4fd,1.28265
